name,mp,pp,claims,claim_mistakes,weighted_claim_mistakes,leads,lead_mistakes,weighted_lead_mistakes,cards_played_as_declarer,play_mistakes_as_declarer,weighted_play_mistakes_as_declarer,cards_played_as_defender,play_mistakes_as_defender,weighted_play_mistakes_as_defender,auctions_analyzed,defender_missed_current_double,weighted_defender_missed_current_double,defender_erroneously_doubled,weighted_defender_erroneously_doubled,defender_missed_higher_contract,weighted_defender_missed_higher_contract,declarer_missed_higher_contract,weighted_declarer_missed_higher_contract,declarer_missed_doubling_opponents_last_bid,weighted_declarer_missed_doubling_opponents_last_bid,declarer_missed_opponents_last_redouble,weighted_declarer_missed_opponents_last_redouble,declarer_missed_redoubling_opponents_erroneous_double,weighted_declarer_missed_redoubling_opponents_erroneous_double,declarer_missed_opponents_last_bid,weighted_declarer_missed_opponents_last_bid,declarer_erroneous_redouble,weighted_declarer_erroneous_redouble,passed_higher_contract,weighted_passed_higher_contract  
H Gerhard,0.0,0.0,9,0,0,3,1,30,30,2,110,21,1,30,9,0,0,1.0,390.0,1.0,220.0,4.0,1290.0,0,0,0,0,0,0,1.0,570.0,0,0,0,0
Perry Johnson,47.0,0.0,16,0,0,4,1,190,64,2,60,47,1,30,16,2.0,150.0,0,0,1.0,360.0,3.0,930.0,2.0,1650.0,0,0,0,0,0,0,0,0,0,0
Amos Kaminski,0.0,0.0,35,1,30,10,1,100,117,7,690,138,6,900,36,6.0,850.0,0,0,1.0,150.0,6.0,5530.0,1.0,150.0,0,0,1.0,650.0,1.0,30.0,0,0,0,0
John Mohan,18.0,3.0,121,0,0,42,4,120,415,13,2020,657,14,1890,152,27.0,4100.0,0,0,12.0,2970.0,35.0,12660.0,13.0,4740.0,0,0,2.0,1960.0,0,0,0,0,0,0
Jon Wittes,0.0,0.0,8,0,0,1,0,0,64,1,210,29,0,0,8,1.0,100.0,0,0,1.0,120.0,2.0,1470.0,0,0,0,0,0,0,0,0,0,0,0,0
George Steiner,48.0,0.0,10,1,30,0,0,0,70,0,0,16,0,0,11,1.0,50.0,0,0,0,0,4.0,1600.0,3.0,1080.0,0,0,0,0,0,0,0,0,0,0
Gaylor Kasle,4.0,4.0,8,0,0,1,0,0,50,0,0,7,0,0,8,0,0,0,0,1.0,220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anton Maas,16.0,7.5,24,0,0,8,0,0,135,2,130,83,1,30,24,6.0,1850.0,0,0,2.0,240.0,3.0,580.0,1.0,360.0,0,0,1.0,290.0,0,0,0,0,0,0
Louk Verhees Jr,2024.0,19.5,583,18,2410,148,22,3550,2301,81,12550,2140,57,7180,629,91.0,14450.0,0,0,59.0,19930.0,142.0,48500.0,55.0,26790.0,0,0,12.0,7910.0,11.0,4420.0,0,0,0,0
Piotr Bizon,90.0,0.0,164,1,30,43,11,810,749,21,3550,625,17,2210,182,21.0,3050.0,1.0,170.0,23.0,5310.0,40.0,12920.0,13.0,5380.0,0,0,5.0,2770.0,1.0,370.0,0,0,0,0
Gert-Jan Paulissen,132.0,0.5,952,19,2400,233,46,8840,3806,113,16220,3453,69,11670,1018,143.0,22400.0,7.0,2710.0,83.0,23530.0,209.0,79010.0,86.0,42080.0,1.0,400.0,22.0,17820.0,16.0,6280.0,0,0,2,220
Jeroen Bruggeman,0.0,0.0,432,11,490,126,24,6430,1506,49,6570,1425,38,7560,480,73.0,10000.0,3.0,1560.0,31.0,9270.0,90.0,34630.0,45.0,20340.0,1.0,450.0,8.0,4730.0,8.0,960.0,0,0,0,0
Mathias Bruun,0.0,0.0,131,8,740,38,9,2740,486,15,2870,492,16,2110,162,21.0,2800.0,0,0,14.0,7040.0,33.0,12580.0,6.0,2530.0,0,0,4.0,1650.0,4.0,230.0,0,0,0,0
Rob Van Wel,0.0,0.0,10,0,0,2,2,190,50,1,140,37,2,60,10,0,0,0,0,3.0,610.0,1.0,20.0,1.0,250.0,0,0,1.0,770.0,0,0,0,0,0,0
Odin Svendsen,48.0,0.0,193,9,1360,43,13,1780,864,28,5170,719,14,1460,210,35.0,5100.0,0,0,20.0,5460.0,62.0,25080.0,13.0,7210.0,0,0,4.0,1310.0,0,0,0,0,1,110
Michel Lebel,11.0,18.5,39,0,0,9,1,30,251,5,150,135,4,520,45,3.0,600.0,0,0,1.0,30.0,9.0,2590.0,5.0,3640.0,0,0,1.0,850.0,0,0,0,0,0,0
Cornel Teodorescu,62.0,0.0,17,0,0,3,1,720,36,0,0,51,3,90,18,2.0,200.0,0,0,1.0,320.0,4.0,1430.0,1.0,350.0,0,0,1.0,1380.0,1.0,370.0,0,0,0,0
Wojciech Olanski,97.0,0.0,181,3,460,54,12,2830,752,23,5110,767,18,3690,197,26.0,3550.0,0,0,20.0,4470.0,38.0,11920.0,15.0,6270.0,0,0,4.0,3290.0,1.0,90.0,0,0,0,0
Daniel Savin,0.0,0.0,37,2,220,10,3,250,129,4,1000,137,2,360,39,4.0,250.0,0,0,6.0,1930.0,10.0,2570.0,2.0,1420.0,0,0,0,0,0,0,0,0,0,0
Zhizhou Sha,16.0,0.0,1,0,0,1,0,0,0,0,0,9,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Blitzblum,35.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,820.0,0,0,0,0,0,0,0,0,0,0,0,0
Jaggy Shivdasani,386.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishmael Del Monte,183.0,1.5,58,6,2070,18,2,740,163,5,340,188,8,1560,87,18.0,9600.0,1.0,450.0,7.0,2210.0,17.0,6590.0,8.0,4820.0,0,0,3.0,2640.0,0,0,0,0,1,110
David Bakhshi,1065.0,2.5,194,0,0,43,8,640,764,22,5690,602,23,3370,203,30.0,4900.0,0,0,8.0,2560.0,53.0,19830.0,16.0,5600.0,0,0,5.0,4710.0,2.0,1590.0,0,0,1,110
Jiang Gu,171.0,0.0,14,2,230,1,0,0,67,0,0,20,2,60,15,1.0,50.0,0,0,1.0,80.0,6.0,1500.0,0,0,0,0,0,0,0,0,0,0,1,90
F. Jiang,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.0,3000.0,0,0,0,0,4.0,1910.0,4.0,6780.0,0,0,1.0,330.0,1.0,70.0,0,0,0,0
Maksim Karpov,30.0,0.0,229,8,1640,63,14,490,713,26,4500,853,20,2210,240,28.0,5250.0,0,0,29.0,6750.0,44.0,13860.0,13.0,9340.0,0,0,9.0,6870.0,3.0,810.0,0,0,1,110
Andrea Buratti,78.0,9.5,435,8,880,105,20,3450,1638,63,12410,1354,24,2390,446,47.0,7050.0,1.0,240.0,44.0,12950.0,97.0,29960.0,26.0,12240.0,0,0,13.0,5620.0,6.0,930.0,0,0,3,1310
Hans Gothe,0.0,8.0,285,21,4850,75,15,6170,1116,43,9730,920,26,6020,297,57.0,8050.0,1.0,240.0,28.0,6140.0,64.0,19480.0,16.0,6000.0,0,0,5.0,4970.0,5.0,1160.0,0,0,1,140
Lars Andersson,6.0,0.5,343,16,2730,101,25,4240,1071,40,3770,1145,19,2340,351,68.0,10150.0,1.0,240.0,35.0,7670.0,65.0,19510.0,20.0,7590.0,0,0,7.0,6260.0,4.0,800.0,0,0,1,140
Lauge Schaeffer,25.0,3.0,194,5,440,51,9,1250,785,42,8690,726,21,2630,197,29.0,5600.0,2.0,400.0,22.0,5010.0,46.0,15890.0,14.0,7150.0,0,0,1.0,700.0,2.0,140.0,0,0,0,0
Dick Shek,2.0,0.0,203,14,2400,62,23,3800,631,15,3090,729,27,3220,206,38.0,5550.0,0,0,15.0,5220.0,42.0,11770.0,8.0,2080.0,0,0,1.0,240.0,4.0,1040.0,0,0,0,0
Morten Andersen,6.0,3.0,232,6,570,59,19,2450,807,22,3040,855,19,3550,235,36.0,6300.0,2.0,400.0,24.0,5240.0,56.0,19170.0,16.0,8790.0,0,0,1.0,700.0,3.0,210.0,0,0,0,0
Gus Calderwood,2.0,0.0,203,18,3260,49,4,190,660,14,1220,747,13,1080,206,38.0,5550.0,0,0,15.0,5220.0,42.0,11770.0,8.0,2080.0,0,0,1.0,240.0,4.0,1040.0,0,0,0,0
Gerald Tredinnick,0.0,1.0,427,9,1190,112,17,2880,1530,65,12210,1719,49,8240,434,82.0,13100.0,1.0,200.0,37.0,10150.0,83.0,32510.0,18.0,6850.0,0,0,10.0,9610.0,3.0,700.0,0,0,2,220
Stuart Tredinnick,200.0,1.0,450,16,1480,135,26,5040,1269,38,7700,1745,44,5680,457,84.0,13500.0,1.0,200.0,40.0,10790.0,88.0,33960.0,19.0,7030.0,0,0,10.0,9610.0,3.0,700.0,0,0,2,220
Andreas Babsch,81.0,0.5,64,6,1560,10,1,30,129,4,1100,228,4,200,64,6.0,950.0,0,0,10.0,2650.0,13.0,5810.0,8.0,1740.0,0,0,1.0,580.0,0,0,0,0,0,0
Peter Umshaus,0.0,0.0,64,6,1560,20,1,30,345,6,720,216,3,950,64,6.0,950.0,0,0,10.0,2650.0,13.0,5810.0,8.0,1740.0,0,0,1.0,580.0,0,0,0,0,0,0
Josef Simon,75.0,1.5,82,1,990,31,5,430,124,3,630,352,5,360,87,6.0,600.0,0,0,15.0,2840.0,17.0,8860.0,2.0,2070.0,0,0,2.0,3140.0,0,0,0,0,0,0
Adalsteinn Jorgensen,70.0,6.0,183,1,20,50,2,60,735,22,3630,628,19,3440,185,25.0,3600.0,2.0,480.0,22.0,7210.0,49.0,19750.0,7.0,3710.0,0,0,2.0,700.0,1.0,220.0,0,0,0,0
Pedro GONCALVES,106.0,0.0,134,7,1470,40,7,1480,626,21,3950,429,10,580,135,14.0,1150.0,0,0,16.0,4530.0,32.0,12090.0,16.0,8500.0,0,0,2.0,1940.0,1.0,30.0,0,0,0,0
Joao Passarinho,0.0,0.0,50,2,60,15,2,60,102,8,1620,210,6,1200,56,5.0,700.0,0,0,14.0,2730.0,9.0,3380.0,1.0,150.0,0,0,0,0,2.0,20.0,0,0,0,0
Fayzal Hamdan,11.0,0.0,72,5,1360,22,5,1600,212,2,820,240,17,3020,76,19.0,1900.0,0,0,7.0,2590.0,13.0,4390.0,2.0,2610.0,0,0,4.0,4450.0,1.0,160.0,0,0,0,0
Gaby Harfouche,11.0,0.0,80,5,2180,25,0,0,268,15,2630,265,5,2270,89,15.0,2150.0,0,0,9.0,1320.0,21.0,5390.0,8.0,5410.0,1.0,400.0,3.0,5140.0,0,0,0,0,0,0
Goran Radisic,0.0,0.0,170,8,1200,59,14,2930,357,16,2220,786,27,4640,175,45.0,6600.0,0,0,22.0,4510.0,28.0,11820.0,8.0,3300.0,0,0,4.0,3490.0,3.0,1690.0,0,0,2,160
Anamarija Juhas,0.0,0.0,102,1,2590,26,4,120,333,9,1170,502,13,3960,117,21.0,4100.0,0,0,17.0,4880.0,22.0,9770.0,6.0,1440.0,0,0,0,0,2.0,760.0,0,0,0,0
Marie Claire Ohana,0.0,0.0,140,5,1490,40,7,970,566,11,440,403,11,1030,141,19.0,2450.0,0,0,16.0,3680.0,26.0,6750.0,15.0,5650.0,0,0,2.0,1780.0,2.0,710.0,0,0,1,110
Ralph Retzlaff,2.0,0.0,57,0,0,15,2,220,130,3,1060,200,5,680,58,11.0,1400.0,0,0,9.0,4840.0,8.0,1750.0,5.0,1950.0,0,0,0,0,1.0,990.0,0,0,0,0
Claude Delforge,0.0,0.0,146,6,1710,38,11,2850,496,31,3090,580,12,1040,147,21.0,2950.0,1.0,150.0,15.0,4300.0,35.0,14940.0,5.0,2430.0,0,0,0,0,1.0,50.0,0,0,0,0
Wolfgang Rath,0.0,0.0,44,0,0,8,0,0,169,12,1310,154,6,1310,45,6.0,500.0,0,0,4.0,1400.0,8.0,4490.0,2.0,390.0,0,0,2.0,1040.0,0,0,0,0,0,0
Michael Tomski,28.0,0.0,44,2,120,11,1,470,224,7,210,151,1,60,45,6.0,500.0,0,0,4.0,1400.0,8.0,4490.0,2.0,390.0,0,0,2.0,1040.0,0,0,0,0,0,0
Regis Levy,0.0,0.0,54,7,1650,12,7,1700,233,11,2160,150,3,160,54,11.0,1450.0,0,0,3.0,670.0,13.0,6600.0,6.0,2080.0,0,0,1.0,1620.0,2.0,340.0,0,0,0,0
Tarik Yalcin,0.0,0.0,72,7,1620,19,3,1400,228,7,1350,221,4,1270,73,14.0,2450.0,0,0,5.0,640.0,18.0,6260.0,7.0,3390.0,0,0,1.0,670.0,0,0,0,0,0,0
Antonio Frances,9.0,0.5,314,10,1930,78,18,3640,1122,40,7620,1295,36,5770,323,54.0,8250.0,0,0,29.0,13130.0,73.0,27940.0,20.0,13340.0,0,0,2.0,2760.0,3.0,1010.0,0,0,2,220
Jos  Ignacio Torres,9.0,0.5,253,2,200,74,12,3340,919,23,4250,1023,21,4370,255,40.0,5500.0,0,0,24.0,12200.0,58.0,21780.0,15.0,10060.0,0,0,1.0,1380.0,3.0,1010.0,0,0,2,220
Jurica Caric,16.0,0.0,100,3,1600,18,1,600,294,18,5010,368,12,1940,102,7.0,1850.0,1.0,150.0,13.0,3730.0,21.0,9200.0,6.0,3300.0,0,0,0,0,4.0,2340.0,0,0,0,0
Ante Caric,0.0,0.0,92,3,2370,28,6,410,399,19,3750,306,5,1390,93,6.0,1800.0,1.0,150.0,12.0,3140.0,19.0,8560.0,6.0,3300.0,0,0,0,0,4.0,2340.0,0,0,0,0
Ivica Miladin,0.0,0.0,139,10,2660,47,13,3330,403,10,1630,665,20,3720,153,37.0,6400.0,1.0,90.0,20.0,6230.0,27.0,8450.0,7.0,5650.0,0,0,2.0,2630.0,1.0,160.0,0,0,0,0
Dubravko Diklic,0.0,0.0,325,15,5830,97,16,2580,1013,29,4040,1388,36,4170,365,62.0,10400.0,2.0,490.0,43.0,11060.0,78.0,26090.0,22.0,13230.0,0,0,8.0,6050.0,3.0,1210.0,0,0,2,200
Pavo Marinkovic,0.0,0.0,105,5,1050,36,8,730,434,11,1050,423,19,3110,112,18.0,3700.0,3.0,450.0,17.0,5530.0,16.0,6790.0,10.0,3670.0,0,0,0,0,0,0,0,0,0,0
Nikica Sver,16.0,0.0,91,5,260,20,2,200,182,6,990,376,15,2140,93,14.0,2300.0,3.0,450.0,15.0,4860.0,11.0,5260.0,8.0,2520.0,0,0,0,0,0,0,0,0,0,0
Nenad Slipcevic,0.0,0.0,111,9,1230,40,11,1590,252,5,1350,500,9,1740,115,32.0,4550.0,0,0,14.0,3440.0,20.0,8120.0,5.0,2760.0,0,0,3.0,2440.0,1.0,930.0,0,0,2,160
Aristidis Sapounakis,5.0,0.0,82,4,920,17,3,80,194,4,300,238,6,1820,84,16.0,2300.0,0,0,6.0,1570.0,24.0,8050.0,6.0,3700.0,0,0,3.0,3500.0,0,0,0,0,0,0
Magnus Eriksson,2.0,0.0,327,2,390,73,16,3560,1378,43,8850,976,32,3590,334,34.0,5300.0,2.0,460.0,24.0,5070.0,73.0,24840.0,32.0,21970.0,0,0,12.0,6410.0,3.0,510.0,0,0,1,120
Piet Jansen,5.0,5.0,798,19,3380,251,55,14210,2805,103,15950,2780,58,10620,894,140.0,20950.0,1.0,90.0,66.0,13440.0,201.0,65970.0,61.5,30115.0,2.0,1480.0,20.5,8545.0,9.0,2690.0,0,0,0,0
Jan Westerhof,5.0,5.0,864,22,4060,219,43,10890,3519,110,20180,3042,60,8920,963,152.0,22500.0,2.0,330.0,68.0,13860.0,211.0,69560.0,67.5,33475.0,2.0,1480.0,22.5,9185.0,9.0,2690.0,0,0,0,0
Christian Mari,28.0,19.5,298,4,180,77,11,1210,942,28,4350,1077,19,3110,299,39.0,6250.0,0,0,33.0,7760.0,64.0,25580.0,24.0,11490.0,0,0,2.0,1590.0,1.0,30.0,0,0,1,90
Youri Khiouppenen,398.0,3.5,194,8,700,60,13,1330,398,10,3770,596,19,2230,195,38.0,6050.0,0,0,18.0,5590.0,37.0,13170.0,14.0,8230.0,1.0,1200.0,5.0,4910.0,1.0,20.0,0,0,0,0
Jean-Marie Backes,25.0,0.0,91,1,30,16,5,1030,404,7,1780,314,8,1410,92,16.0,1550.0,0,0,3.0,140.0,18.0,5570.0,12.0,6810.0,0,0,2.0,1220.0,0,0,0,0,0,0
Ed Hoogenkamp,121.0,0.0,280,5,170,74,13,1580,1388,34,3450,1096,21,2410,325,40.0,5950.0,0,0,23.0,5470.0,84.0,28930.0,24.5,13745.0,0,0,6.5,5535.0,4.0,1490.0,0,0,0,0
Andreas Holowski,0.0,0.0,48,0,0,11,3,90,222,12,2230,146,2,60,48,2.0,200.0,1.0,200.0,3.0,940.0,11.0,4900.0,3.0,1790.0,0,0,0,0,0,0,0,0,0,0
Tom Hanlon,565.0,3.5,163,4,140,46,11,2080,560,11,2310,610,15,3470,261,44.0,5650.0,3.0,510.0,18.0,6630.0,55.0,21390.0,16.0,6690.0,0,0,5.0,4980.0,1.0,60.0,0,0,0,0
Alan Mould,0.0,0.0,109,2,750,24,5,590,432,13,1880,323,5,580,339,40.0,5800.0,0,0,41.0,15270.0,74.0,25380.0,24.0,9470.0,0,0,7.0,4500.0,4.0,520.0,0,0,2,220
Arild Rasmussen,15.0,3.0,137,5,370,31,5,600,517,20,5260,368,6,2150,140,12.0,1550.0,0,0,10.0,1920.0,32.0,11750.0,17.0,8170.0,1.0,2800.0,2.0,2110.0,1.0,60.0,0,0,0,0
Bart Nab,1538.0,8.5,38,1,800,9,1,30,116,5,640,122,3,780,38,2.0,250.0,0,0,2.0,550.0,8.0,2580.0,1.0,370.0,0,0,0,0,1.0,390.0,0,0,0,0
Thierry De Sainte Marie,26.0,0.0,187,5,640,34,7,860,608,20,4290,526,12,1780,188,31.0,4350.0,0,0,16.0,3810.0,32.0,13050.0,16.0,7090.0,0,0,4.0,2950.0,2.0,100.0,0,0,1,80
Dario Attanasio,139.0,1.0,77,3,340,21,4,1480,388,14,2760,277,6,440,86,12.0,1350.0,0,0,10.0,2600.0,17.0,5080.0,7.0,4010.0,0,0,2.0,340.0,1.0,90.0,0,0,0,0
Giuseppe Failla,49.0,1.0,86,5,1160,22,2,110,218,4,1070,314,7,1400,95,15.0,2000.0,0,0,12.0,2860.0,19.0,6600.0,9.0,5600.0,0,0,2.0,340.0,1.0,90.0,0,0,0,0
John Collings,119.0,0.5,19,1,30,4,1,30,78,1,180,51,3,290,48,5.0,1100.0,0,0,4.0,1440.0,16.0,5280.0,1.0,600.0,0,0,2.0,1170.0,1.0,390.0,0,0,0,0
Murat Kilercioglu,8.0,0.0,18,1,20,2,1,30,85,1,20,55,1,700,18,4.0,600.0,0,0,3.0,950.0,3.0,960.0,2.0,1480.0,0,0,0,0,0,0,0,0,0,0
Borislav Popov,60.0,1.5,37,2,80,6,1,30,113,3,1470,115,3,2780,38,4.0,200.0,1.0,270.0,2.0,350.0,12.0,4120.0,1.0,690.0,0,0,2.0,2350.0,0,0,0,0,0,0
Joao Sa,4.0,0.0,52,2,160,15,4,520,148,9,580,195,5,620,57,6.0,1000.0,0,0,4.0,1170.0,15.0,4760.0,3.0,4420.0,0,0,2.0,1950.0,1.0,90.0,0,0,0,0
Tommy Gullberg,4.0,9.5,75,1,480,14,5,340,263,5,130,286,3,260,75,12.0,2600.0,0,0,7.0,1530.0,10.0,2320.0,5.0,2230.0,0,0,2.0,1290.0,0,0,0,0,0,0
Soeren Godtfredsen,0.0,0.0,38,2,780,9,1,100,78,5,500,142,3,770,38,6.0,1250.0,0,0,4.0,760.0,8.0,2380.0,2.0,690.0,1.0,350.0,2.0,-3260.0,0,0,0,0,0,0
Steen Moller,147.0,1.0,132,6,1310,41,8,2280,382,6,330,463,13,1550,144,19.0,2400.0,0,0,13.0,2310.0,29.0,9830.0,12.0,7640.0,1.0,350.0,6.0,210.0,2.0,570.0,0,0,1,110
Andreas Gloyer,13.0,0.0,112,2,60,34,8,900,425,12,890,535,8,1030,129,19.0,3000.0,1.0,170.0,12.0,2850.0,28.0,8890.0,7.0,4000.0,0,0,2.0,1320.0,2.0,950.0,0,0,0,0
Cornel Matei,0.0,0.0,36,2,360,11,2,60,40,2,60,133,2,190,38,4.0,250.0,0,0,6.0,1930.0,10.0,2570.0,2.0,1420.0,0,0,0,0,0,0,0,0,0,0
Francesco Angelini,18.0,1.0,688,30,5630,189,40,5950,2746,108,20200,2499,108,16170,788,105.0,26050.0,2.0,340.0,69.0,18190.0,176.0,64730.0,70.0,39240.0,1.0,2920.0,12.0,10120.0,11.0,3860.0,0,0,5,1020
Calin Stirbu,41.0,0.0,18,1,50,3,2,630,70,2,150,61,1,30,19,3.0,350.0,0,0,4.0,1280.0,3.0,920.0,0,0,0,0,0,0,0,0,0,0,0,0
Gheorghe Serpoi,41.0,0.0,18,1,50,8,4,850,18,0,0,58,1,30,19,3.0,350.0,0,0,4.0,1280.0,3.0,920.0,0,0,0,0,0,0,0,0,0,0,0,0
Aleksander Vucic,0.0,0.0,28,0,0,5,1,30,143,4,790,109,4,170,38,1.0,300.0,0,0,2.0,380.0,14.0,3490.0,1.0,190.0,0,0,1.0,150.0,0,0,0,0,1,110
Vladan Nikolic,0.0,0.0,28,2,60,9,3,90,273,11,2560,104,1,30,38,1.0,300.0,0,0,2.0,380.0,14.0,3490.0,1.0,190.0,0,0,1.0,150.0,0,0,0,0,1,110
Michael Barel,178.0,1.0,815,10,2500,220,36,9090,3132,90,11530,3070,80,10440,882,126.0,17350.0,3.0,610.0,85.0,23440.0,166.0,59220.0,68.0,29690.0,1.5,665.0,17.5,12405.0,7.0,1200.0,0,0,1,140
Yoram Aviram,5.0,0.5,69,1,30,24,5,680,160,5,860,283,4,170,76,10.0,1450.0,0,0,8.0,1440.0,13.0,4040.0,5.0,3550.0,0,0,1.0,700.0,0,0,0,0,0,0
Filip Kurbalija,2.0,0.0,18,2,270,3,1,210,137,5,770,40,0,0,135,16.0,2750.0,0,0,13.0,2720.0,40.0,11800.0,14.0,6530.0,1.0,1180.0,1.0,330.0,1.0,150.0,0,0,1,90
Tim Rees,14.0,0.0,869,28,3820,236,50,6170,3146,98,18350,3165,68,8030,1257,178.0,33500.0,1.0,170.0,128.0,33540.0,286.0,97280.0,95.0,44610.0,1.0,1180.0,26.0,17150.0,14.0,5490.0,0,0,1,90
Paul Denning,0.0,0.0,844,24,3520,222,40,6190,2725,97,12020,2931,73,15560,1040,159.0,24700.0,3.0,440.0,104.0,31700.0,231.0,80360.0,70.0,32630.0,0,0,17.0,15340.0,13.0,2800.0,0,0,3,800
Jean-Michel Voldoire,24.0,0.0,138,3,860,37,9,2650,495,22,1750,475,11,1250,154,22.0,3250.0,0,0,10.0,3720.0,39.0,12390.0,7.0,4340.0,0,0,4.0,4480.0,2.0,100.0,0,0,0,0
Albert Bitran,31.0,0.0,126,2,750,31,4,700,479,16,4750,364,8,970,134,20.0,3050.0,0,0,8.0,2980.0,36.0,10690.0,6.0,3940.0,0,0,4.0,4480.0,2.0,100.0,0,0,0,0
Willem Van Eijck,14.0,0.0,245,4,630,63,7,1950,966,30,3530,1002,22,2570,270,41.0,6150.0,0,0,28.0,6090.0,53.0,18360.0,20.0,9710.0,0,0,4.0,240.0,6.0,340.0,0,0,1,130
Michel Duguet,2.0,0.0,142,3,100,49,6,490,552,21,2780,582,12,1770,158,22.0,2750.0,1.0,90.0,16.0,2380.0,27.0,11080.0,15.0,4110.0,0,0,5.0,5330.0,0,0,0,0,1,110
Philippe Toffier,51.0,0.0,189,8,670,41,4,240,708,24,3380,593,15,4040,215,27.0,2900.0,1.0,90.0,16.0,5390.0,47.0,21000.0,19.0,7880.0,0,0,2.0,2590.0,1.0,10.0,0,0,1,110
Derek Diamond,8.0,0.0,10,1,50,3,0,0,42,0,0,77,1,140,19,6.0,800.0,0,0,2.0,520.0,1.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0
John Matheson,9.0,0.0,101,2,260,30,6,1730,338,9,1130,342,12,1460,199,32.0,7700.0,1.0,90.0,9.0,3700.0,50.0,19660.0,12.0,4270.0,0,0,6.0,2900.0,4.0,1340.0,0,0,4,430
Jean-Charles Allavena,296.0,4.0,14,1,30,2,0,0,106,3,770,37,1,30,18,0,0,0,0,0,0,4.0,1240.0,3.0,1710.0,0,0,0,0,0,0,0,0,0,0
Michel Guglielmi,0.0,0.0,14,0,0,4,1,60,89,4,290,34,0,0,18,0,0,0,0,0,0,4.0,1240.0,3.0,1710.0,0,0,0,0,0,0,0,0,0,0
Marco Catellani,0.0,0.0,63,3,2000,20,4,880,309,11,1280,309,5,660,85,10.0,1500.0,0,0,5.0,1870.0,18.0,4950.0,6.0,5230.0,0,0,4.0,3810.0,0,0,0,0,1,80
Henri Fissore,0.0,0.0,116,6,2320,36,4,240,563,21,3870,508,14,2940,147,18.0,2450.0,0,0,13.0,3370.0,33.0,9750.0,14.0,9620.0,0,0,5.0,5190.0,0,0,0,0,1,80
Gyorgy Kemeny,83.0,0.0,14,1,30,2,0,0,66,2,60,48,2,60,19,0,0,0,0,0,0,7.0,2380.0,2.0,1280.0,0,0,0,0,0,0,0,0,0,0
Sandor Jakab,0.0,0.0,33,2,70,13,2,740,102,4,120,169,1,700,36,7.0,700.0,0,0,2.0,1260.0,4.0,1470.0,0,0,0,0,0,0,0,0,0,0,0,0
Bjarni Einarsson,46.0,0.0,741,28,2790,196,33,4670,2799,96,17760,2483,51,8290,840,119.0,17750.0,2.0,510.0,71.0,19650.0,209.0,70910.0,79.5,39865.0,0,0,16.5,14915.0,8.0,1920.0,0,0,0,0
Michal Zadrazil,0.0,0.0,97,5,150,27,6,340,360,6,1360,328,6,840,112,20.0,2950.0,0,0,17.0,5090.0,17.0,5840.0,7.0,4090.0,0,0,4.0,2570.0,0,0,0,0,1,90
Otokar Svoboda,0.0,0.0,82,2,240,24,8,1310,310,14,3130,327,9,390,88,17.0,2600.0,0,0,8.0,2820.0,20.0,7440.0,2.0,790.0,0,0,0,0,0,0,0,0,0,0
Jorge Lopes,3.0,0.0,14,1,100,5,2,580,58,3,1730,51,1,190,19,3.0,650.0,0,0,1.0,320.0,7.0,2010.0,0,0,0,0,0,0,1.0,90.0,0,0,0,0
Nuno Mascarenhas,0.0,0.0,40,0,0,11,1,60,83,4,240,156,2,80,42,8.0,850.0,0,0,2.0,70.0,5.0,3290.0,3.0,1420.0,0,0,1.0,820.0,1.0,100.0,0,0,0,0
Theresa Simonsen,0.0,0.0,83,3,2140,23,4,200,337,9,1000,346,13,880,89,11.0,1950.0,1.0,170.0,8.0,3570.0,21.0,8340.0,4.0,2640.0,0,0,3.0,3040.0,1.0,690.0,0,0,0,0
Miro Novak,0.0,0.0,33,2,80,11,3,990,117,3,530,115,4,900,39,8.0,750.0,0,0,3.0,260.0,5.0,1200.0,3.0,1200.0,1.0,250.0,2.0,1390.0,0,0,0,0,0,0
J r me Rombaut,772.0,4.5,73,1,20,19,4,810,243,3,150,269,4,360,77,14.0,2250.0,0,0,2.0,970.0,23.0,8510.0,7.0,4110.0,0,0,3.0,3350.0,2.0,430.0,0,0,1,110
Ranny Schneider,4.0,0.0,34,0,0,12,1,60,109,1,30,132,5,870,38,7.0,750.0,0,0,5.0,1330.0,8.0,4730.0,2.0,400.0,0,0,1.0,380.0,2.0,250.0,0,0,0,0
Clas NYBERG,28.0,0.0,207,14,1600,40,9,2170,643,22,3600,660,28,5810,234,38.0,6350.0,0,0,23.0,4720.0,54.0,20100.0,22.0,18940.0,1.0,470.0,5.0,3890.0,9.0,3980.0,0,0,0,0
Gal Hegedus,176.0,0.0,100,5,1720,25,3,420,487,19,3470,316,13,2250,109,14.0,1850.0,1.0,150.0,15.0,4080.0,20.0,7350.0,8.0,5710.0,1.0,310.0,3.0,1380.0,3.0,1160.0,0,0,0,0
